CTH2346-01016!VIPERFISH|PLATFORMS-SERVER!2024-02-20 06:27:43!vfc_ext_north_range!value='11.0' lower_limit='0' upper_limit='10'!NDF!!510008:SYSTEM TEST
CTH2408-05477!VIPERFISH|PLATFORMS-SERVER!2024-02-26 23:38:33!VF_SI_ICI_SERDES_FAIL!OSFP14!NDF!Swap OSFP14 to OSFP0 and retest!510008:SYSTEM TEST
CTH2408-05960!VIPERFISH|PLATFORMS-SERVER!2024-02-26 22:44:48!VF_SI_ICI_SERDES_FAIL!OSFP14!NDF!Swap OSFP14 to OSFP0 and retest!510008:SYSTEM TEST
CTH2408-04728!VIPERFISH|PLATFORMS-SERVER!2024-02-26 23:22:48!VF_SI_ICI_SERDES_FAIL!OSFP0!NDF!Swap OSFP0 to OSFP15 and retest!510008:SYSTEM TEST
CTH2408-05453!VIPERFISH|PLATFORMS-SERVER!2024-02-26 22:47:46!VF_SI_ICI_SERDES_FAIL!OSFP11!NDF!Swap OSFP11 to OSFP0 and retest!510008:SYSTEM TEST
CTH2408-06321!VIPERFISH|PLATFORMS-SERVER!2024-02-27 01:23:46!VF_SI_ICI_SERDES_FAIL!OSFP6!NDF!Swap OSFP6 to OSFP14 (APF23381070KAM)!510008:SYSTEM TEST
CTH2408-05519!VIPERFISH|PLATFORMS-SERVER!2024-02-27 01:27:30!VF_SI_ERROR!Failing Child Step='vfsi_cdmii - Diag';vf_si Empty csv file!NDF!Swap OSFP6 to OSFP15 (APF23121041P65)!510008:SYSTEM TEST
CTH2408-06408!VIPERFISH|PLATFORMS-SERVER!2024-02-27 07:14:43!stethoscope_start_error!Failing Child Step='vf_tdp_thermal_impedance_retry_2 - Start Stethoscope';Error obtaining SVS voltages for Stethoscope: generic::internal: failed to parse svs voltage: strconv.ParseFloat: parsing!NDF!Change slot!510008:SYSTEM TEST
CTH2408-05576!VIPERFISH|PLATFORMS-SERVER!2024-02-27 06:29:35!STETHOSCOPE_STOP_ERROR!Failing Child Step='vf_tdp_thermal_impedance_retry_2 - Stop Stethoscope';Error stopping Stethoscope: sensor data exceed thresholds or have no readings!NDF!Change slot!510008:SYSTEM TEST
CTH2407-04529!VIPERFISH|PLATFORMS-SERVER!2024-02-27 09:48:28!PCIE_DEVPATH_MISSING!^/phys/PE\d/IO0/CDFP/DOWNLINK/VFC1:device:asic!NDF!Change slot!510008:SYSTEM TEST
CTH2407-03782!VIPERFISH|PLATFORMS-SERVER!2024-02-27 08:34:57!PCIE_LTT_FAILED!Failing Child Step='pcie_ltt - Diag';PCIe Link Training Test failed.!NDF!Change slot!510008:SYSTEM TEST
CTH2408-06347!VIPERFISH|PLATFORMS-SERVER!2024-02-27 03:47:42!VF_SI_ICI_SERDES_FAIL!OSFP13!NDF!Change slot!510008:SYSTEM TEST
CTH2408-06388!VIPERFISH|PLATFORMS-SERVER!2024-02-27 08:45:32!TPU_HBM_LANE_REPAIR_FAILED_HARD!Failing Child Step='hbm_lane_repair - HBM Lane Repair Operation';Encountered an error during lane repair action hard tray=0, chip=1, HBM=0: AAPL Runner failed: Error encountered when running lane!NDF!Change slot!510008:SYSTEM TEST
CTH2408-05626!VIPERFISH|PLATFORMS-SERVER!2024-02-27 08:40:26!TPU_HBM_LANE_REPAIR_FAILED_HARD!Failing Child Step='hbm_lane_repair - HBM Lane Repair Operation';Encountered an error during lane repair action hard tray=0, chip=0, HBM=3: AAPL Runner failed: Error encountered when running lane!NDF!Change slot!510008:SYSTEM TEST
CTH2408-04259!VIPERFISH|PLATFORMS-SERVER!2024-02-27 09:39:25!NON_ZERO_EXIT_CODE!Failing Child Step='ici_sustained_chip2chip - Diag';vxc_binary.ici_sustained_chip2chip_test_viperfish_hardware failed with non-zero exit code.;1/1 test cases failed.!NDF!Change slot!510008:SYSTEM TEST
CTH2408-06303!VIPERFISH|PLATFORMS-SERVER!2024-02-27 06:41:48!EXCESSIVE_VX_POWER_CORE_FAIL_COUNT!Failing Child Step='didt_sweep - Diag';Attribute 'vx-power-core-fail-count' has 1 violated entries during didt. Violated entries: 61_on_5_off!NDF!Change slot!510008:SYSTEM TEST
CTH2408-03610!VIPERFISH|PLATFORMS-SERVER!2024-02-27 03:39:52!ping_gbmc_retry_from_host_tray_fail!Failed to ping fe80::a0d5:9dff:fe6c:6e6a%gbmcbr from the host tray!NDF!Change slot!510008:SYSTEM TEST
CTH2408-05299!VIPERFISH|PLATFORMS-SERVER!2024-02-27 06:37:41!VOODOO_UNEXPECTED_EXCEPTION!ERROR while executing run_step() in VxStandaloneVoodoo;(IndexError) list index out of range!NDF!Change slot!510008:SYSTEM TEST
CTH2408-04718!VIPERFISH|PLATFORMS-SERVER!2024-02-27 06:04:32!host_tray_power_cycle_fail!(HostTrayError) Error while issuing the power cycle command to the gBMC;(HostCommandError) Send command failure: ((sleep 1 ; /usr/bin/tray_powercycle.sh) > /dev/null 2>&1) & (error: Error communi!NDF!Change slot!510008:SYSTEM TEST
CTH2407-02434!VIPERFISH|PLATFORMS-SERVER!2024-02-27 06:32:24!EXCESSIVE_VX_POWER_RUN_STATUS!Failing Child Step='vf_tdp_thermal_impedance_retry_2 - tdp';Attribute 'vx-power-run-status' has 1 violated entries during vx-power-tdp. Violated entries: UNKNOWN_0!NDF!Change slot!510008:SYSTEM TEST
CTH2408-05585!VIPERFISH|PLATFORMS-SERVER!2024-02-27 07:57:23!EXCESSIVE_VX_POWER_RUN_STATUS!Failing Child Step='vf_tdp_thermal_impedance_retry_2 - tdp';Attribute 'vx-power-run-status' has 1 violated entries during vx-power-tdp. Violated entries: UNKNOWN_0!NDF!Change slot!510008:SYSTEM TEST
CTH2408-05070!VIPERFISH|PLATFORMS-SERVER!2024-02-27 08:31:11!EXCESSIVE_VX_POWER_RUN_STATUS!Failing Child Step='vf_tdp_thermal_impedance_retry_2 - tdp';Attribute 'vx-power-run-status' has 2 violated entries during vx-power-tdp. Violated entries: TENSOR_CORE_1,tensor_core_1-mxu-status!NDF!Change slot!510008:SYSTEM TEST
CTH2408-05020!VIPERFISH|PLATFORMS-SERVER!2024-02-27 09:30:19!flow_rate_0.3_gpm!value='0.26' lower_limit='0.27' upper_limit='0.5'!NDF!Change slot!510008:SYSTEM TEST
CTH2407-04157!VIPERFISH|PLATFORMS-SERVER!2024-02-27 04:50:17!flow_rate_0.3_gpm!value='0.24' lower_limit='0.27' upper_limit='0.5'!NDF!Change slot!510008:SYSTEM TEST
CTH2408-01257!VIPERFISH|PLATFORMS-SERVER!2024-02-27 07:39:11!VX_POWER_EXECUTION!Failing Child Step='vf_tdp_thermal_impedance_retry_2 - vx-power-execution';vx_power finished with errors:;E0222 00:41:08.132583  142373 async_driver.cc:487] [device_path: 	 "/dev/vfio/139" mode:!NDF!Change slot!510008:SYSTEM TEST
CTH2407-12288!VIPERLITE POD|PLATFORMS-SERVER!2024-02-27 09:52:53!VL_MARGIN_CONNECTION_ERROR!Failing Child Step='vl_margin [Voltage Margin OFF] - Tray ID: 0';SSH connection to BMC failed. INTERNAL: Could not establish SSH session: Failed to resolve hostname fe80::a0d5:9dff:fe6c:6e6a%bmc_!NDF!Change slot!510008:SYSTEM TEST
CTH2408-11410!VIPERLITE POD|PLATFORMS-SERVER!2024-02-27 09:17:23!PCIE_VLC0_WIDTH!value='x4' lower_limit='x8' upper_limit=''!NDF!Change slot!510008:SYSTEM TEST
CTH2408-12840!VIPERLITE POD|PLATFORMS-SERVER!2024-02-27 09:20:23!COMMAND_FAILED!Failing Child Step='pcm_burnin - Diag';expect rc 0, got 6!NDF!Change slot!510008:SYSTEM TEST
CTH2409-00112!VIPERFISH|PLATFORMS-SERVER!2024-02-27 09:34:05!PCIE_DEVPATH_MISSING!^/phys/PE\d/IO0/CDFP/DOWNLINK/VFC2:device:asic!NDF!Change slot!510008:SYSTEM TEST
CTH2408-05054!VIPERFISH|PLATFORMS-SERVER!2024-02-27 06:13:12!PCIE_DEVPATH_MISSING!^/phys/PE\d/IO0/CDFP/DOWNLINK/VFC2:device:asic!NDF!Change slot!510008:SYSTEM TEST
CTH2408-12848!VIPERLITE POD|PLATFORMS-SERVER!2024-02-27 03:16:06!GBMC_INTERFACE_CONFIGURE_ERROR!Failed to configure the network interface between host and gBMC;(TimeoutError) Timeout while trying to set interface bmc_usb0;(HostCommandError) Send command failure: ip link set usb0 name bmc_us!NDF!Change slot!510008:SYSTEM TEST
CTH2408-13146!VIPERLITE POD|PLATFORMS-SERVER!2024-02-27 02:42:23!STETHOSCOPE_STOP_ERROR!Failing Child Step='pcm_burnin - Stop Stethoscope';Error stopping Stethoscope: sensor data exceed thresholds or have no readings!NDF!Change slot!510008:SYSTEM TEST
CTH2408-05539!VIPERFISH|PLATFORMS-SERVER!2024-02-27 06:01:02!FAN0_DUTY_70_SPEED!value='0.0' lower_limit='10875' upper_limit='18125'!NDF!Reinsert FAN cable retest!510008:SYSTEM TEST
CTH2408-04262!VIPERFISH|PLATFORMS-SERVER!2024-02-27 07:18:27!STETHOSCOPE_STOP_ERROR!Failing Child Step='vf_tdp_thermal_impedance_retry_2 - Stop Stethoscope';Error stopping Stethoscope: sensor data exceed thresholds or have no readings!NDF!Reinsert FAN cable retest!510008:SYSTEM TEST
CTH2408-12404!VIPERLITE POD|PLATFORMS-SERVER!2024-02-27 09:00:28!FAN2_DUTY_100_SPEED!value='10780.0' lower_limit='10800' upper_limit='13200'!NDF!Resert FAN2 connector!510008:SYSTEM TEST
CTH2408-06351!VIPERFISH|PLATFORMS-SERVER!2024-02-27 02:47:21!VF_SI_ICI_SERDES_FAIL!OSFP3!NDF!Swap OSFP3 to OSFP11 retest (APF23121041NLC)!510008:SYSTEM TEST
CTH2408-12868!VIPERLITE POD|PLATFORMS-SERVER!2024-02-27 02:26:36!VL_SI_ICI_SERDES_FAIL!Failing Child Step='ici_vl_si_pv_cdmii_le - vlsi';BER threshold was exceeded on PE3 VLC3 Port 1 Lane 0. Actual: 7.35e-06, Threshold: 6.005e-07!NDF!Swap OSFP6 to OSFP1!510008:SYSTEM TEST
CTH2408-06234!VIPERFISH|PLATFORMS-SERVER!2024-02-27 03:36:15!vf_loopbacks_fab_failed!Failing Child Step='vf_loopback_external - Diag';Test command '/export/hda3/tests/vf_loopback_fabs/vf_loopback_fabs_test_executable.runfiles/google3/platforms/asic_sw/tools/deepsea/vxc/vfc/vf_loo!NDF!Swap OSFP13 to OSFP5 retest (APF23391070TUY)!510008:SYSTEM TEST
CTH2408-06198!VIPERFISH|PLATFORMS-SERVER!2024-02-27 03:43:59!VF_SI_ICI_SERDES_FAIL!OSFP6!NDF!Swap OSFP6 to OSFP14 (APF23111040E8K)!510008:SYSTEM TEST
CTH2408-06331!VIPERFISH|PLATFORMS-SERVER!2024-02-27 03:49:34!VF_SI_ICI_SERDES_FAIL!OSFP13!NDF!Swap OSFP13 to OSFP5 (APF232810741G7)!510008:SYSTEM TEST
CTH2408-06364!VIPERFISH|PLATFORMS-SERVER!2024-02-27 03:51:33!VF_SI_ICI_SERDES_FAIL!OSFP8!NDF!Swap OSFP8 to OSFP0 retest (APF23391070MLW)!510008:SYSTEM TEST
CTH2408-05351!VIPERFISH|PLATFORMS-SERVER!2024-02-27 06:31:22!VF_SI_ICI_SERDES_FAIL!OSFP3!NDF!Swap OSFP3 to OSFP11 retest (APF232610406BY)!510008:SYSTEM TEST
CTH2408-05465!VIPERFISH|PLATFORMS-SERVER!2024-02-27 06:38:33!VF_SI_ERROR!Failing Child Step='vfsi_cdmii - Diag';vf_si Empty csv file!NDF!Swap OSFP12 to OSFP4 retest (APF23391070NLR)!510008:SYSTEM TEST
CTH2405-00403!VIPERFISH|PLATFORMS-SERVER!2024-02-27 06:16:04!VF_SI_ICI_SERDES_FAIL!OSFP3!NDF!Swap OSFP3 to OSFP11 retest (APF23411073G9R)!510008:SYSTEM TEST
CTH2409-70241!VIPERLITE POD|PLATFORMS-SERVER!2024-02-27 06:27:41!TASK_EXCEPTION_STATUSNOTOK!Failing Child Step='hbm_tgen_pv_conditions - Diag'; Error while fetching Devpath for device location 0000:01:00.0 [APP::1 (1)]!NDF!Send to retest system!510008:SYSTEM TEST
CTH2408-05290!VIPERFISH|PLATFORMS-SERVER!2024-02-27 06:34:27!vf_si_unexpected_fail!Failing Child Step='vfsi_cdmii - vfsi';vf_si binary have non-zero return value: 1!NDF!Swap OSFP14 to OSFP6 retest (APF23391070NLC)!510008:SYSTEM TEST
CTH2408-06400!VIPERFISH|PLATFORMS-SERVER!2024-02-27 07:09:25!VF_SI_ICI_SERDES_FAIL!OSFP7!NDF!Swap OSFP7 to OSFP15 retest (APF23111040F23)!510008:SYSTEM TEST
CTH2408-06385!VIPERFISH|PLATFORMS-SERVER!2024-02-27 07:10:41!VF_SI_ICI_SERDES_FAIL!OSFP6!NDF!Swap OSFP6 to OSFP14 retest (APF23131042V5V)!510008:SYSTEM TEST
CTH2408-12847!VIPERLITE POD|PLATFORMS-SERVER!2024-02-27 07:13:19!PCIE_VLC3_WIDTH!value='x4' lower_limit='x8' upper_limit=''!NDF!Change new CDFPs and retest!510008:SYSTEM TEST
CTH2408-05301!VIPERFISH|PLATFORMS-SERVER!2024-02-27 07:33:16!VF_SI_ICI_SERDES_FAIL!OSFP3!NDF!Swap OSFP3 to OSFP11 retest (APF23411073GTC)!510008:SYSTEM TEST
CTH2408-06377!VIPERFISH|PLATFORMS-SERVER!2024-02-27 08:12:57!VF_SI_ICI_SERDES_FAIL!OSFP1!NDF!Swap OSFP1 to OSFP9 retest (APF23111040ERW)!510008:SYSTEM TEST
CTH2408-06453!VIPERFISH|PLATFORMS-SERVER!2024-02-27 08:13:51!vf_loopbacks_fab_failed!Failing Child Step='vf_loopback_external - Diag';Test command '/export/hda3/tests/vf_loopback_fabs/vf_loopback_fabs_test_executable.runfiles/google3/platforms/asic_sw/tools/deepsea/vxc/vfc/vf_loo!NDF!Swap OSFP14 to OSFP6 retest (APF23411073H8V)!510008:SYSTEM TEST
CTH2408-04234!VIPERFISH|PLATFORMS-SERVER!2024-02-27 08:41:53!VF_SI_ICI_SERDES_FAIL!OSFP0!NDF!Swap OSFP0 to OSFP8 retest (APF232610407LK)!510008:SYSTEM TEST
CTH2408-05102!VIPERFISH|PLATFORMS-SERVER!2024-02-27 09:43:39!VF_SI_ICI_SERDES_FAIL!OSFP4!NDF!Swap OSFP4 to OSFP12 retest (APF232610407HG)!510008:SYSTEM TEST
CTH2408-06444!VIPERFISH|PLATFORMS-SERVER!2024-02-27 09:48:00!VF_SI_ICI_SERDES_FAIL!OSFP6!NDF!Swap OSFP6 to OSFP14 retest (APF22231046A3H)!510008:SYSTEM TEST
CTH2408-05574!VIPERFISH|PLATFORMS-SERVER!2024-02-27 09:54:32!VF_SI_ICI_SERDES_FAIL!OSFP7!NDF!Swap OSFP7 to OSFP15 retest (APF232810741GU)!510008:SYSTEM TEST
CTH2408-05610!VIPERFISH|PLATFORMS-SERVER!2024-02-27 09:54:49!VF_SI_ICI_SERDES_FAIL!OSFP3!NDF!Swap OSFP3 to OSFP11 (APF23411073H1H)!510008:SYSTEM TEST
